iter	RMSE
396	0.03956971387
397	0.03948547474
398	0.03935777217
399	0.03929169295
400	0.03919867156
401	0.03907449312
402	0.03897509145
403	0.03890112813
404	0.03882328109
405	0.03870958217
406	0.0386042266
407	0.03850669491
408	0.03842304903
409	0.03838350237
410	0.03834196754
411	0.03829461561
412	0.03825794464
413	0.03820740719
414	0.03810322558
415	0.03799452657
416	0.03795543479
417	0.03790791171
418	0.03780997544
419	0.03777243515
420	0.03772845841
421	0.03765266796
422	0.03755775434
423	0.0374858832
424	0.03739252768
425	0.03735690479
426	0.03727194793
427	0.0372088092
428	0.0371362354
429	0.03709339327
430	0.03703213804
431	0.03697923212
432	0.03690942702
433	0.03684047493
434	0.03675816966
435	0.03669141747
436	0.03666076719
437	0.03660859863
438	0.03656785464
439	0.03650540538
440	0.03646619996
441	0.03638121687
442	0.03633915036
443	0.03627227829
444	0.03613516969
445	0.03608564249
446	0.03600331314
447	0.03596130877
448	0.03590279824
449	0.03580981061
450	0.03578445543
451	0.03573196865
452	0.03563260541
453	0.03556420149
454	0.03551579919
455	0.03543450857
456	0.03539608422
457	0.03530789293
458	0.03527735298
459	0.03524022922
460	0.03514873688
461	0.03506722393
462	0.03501699674
463	0.03496240889
464	0.03490983113
465	0.03485097865
466	0.03481760678
467	0.03474727422
468	0.03472132042
469	0.03468599715
470	0.03465233451
471	0.03462698856
472	0.03455178787
473	0.03449129346
474	0.03442825633
475	0.0343192886
476	0.03427076568
477	0.03423878237
478	0.03413761348
479	0.0340336592
480	0.03397564163
481	0.03388530937
482	0.03382862292
483	0.03375024617
484	0.0336590571
485	0.03362316279
486	0.03356178781
487	0.03351152321
488	0.03348942507
489	0.0334563786
490	0.03337174745
491	0.03334925519
492	0.03327632873
493	0.03324647876
494	0.0332092558
495	0.03315176274
496	0.03308649565
497	0.03304536156
498	0.03299172549
499	0.03296432097
500	0.03293648257
501	0.0328964804
502	0.03281782744
503	0.03276462349
504	0.03269889168
505	0.03263256575
506	0.03256153891
507	0.03250007628
508	0.0324309278
509	0.03238274915
510	0.03235958687
511	0.03232455486
512	0.03224990766
513	0.03217941073
514	0.0321133775
515	0.0320855948
516	0.03200681317
517	0.03194107318
518	0.03189521038
519	0.03181273085
520	0.03176225032
521	0.0316954441
522	0.03162168554
523	0.03154482575
524	0.03147471455
525	0.03141006235
526	0.03135124183
527	0.03130750946
528	0.03125194872
529	0.03122979956
530	0.03117840291
531	0.03110330481
532	0.03105815373
533	0.0310357902
534	0.03099312064
535	0.03096679488
536	0.0309122405
537	0.03083935417
538	0.0307953649
539	0.0307074307
540	0.03066649449
541	0.03061620906
542	0.03055097747
543	0.03050625102
544	0.03046494539
545	0.03042386531
546	0.03037051945
547	0.0303176426
548	0.03027157482
549	0.03020489314
550	0.03013835308
551	0.03010106765
552	0.03003588496
553	0.02997347671
554	0.02991786053
555	0.02987077616
556	0.02981406513
557	0.02977596072
558	0.0297223705
559	0.0296825871
560	0.02963668842
561	0.02958676666
562	0.02953022267
563	0.02949807692
564	0.02943427564
565	0.02938201675
566	0.02935465419
567	0.02930463717
568	0.02924825412
569	0.02919211954
570	0.02915826599
571	0.02910870386
572	0.02904852972
573	0.02900471294
574	0.02896400094
575	0.02890720157
576	0.02888233321
577	0.02884225689
578	0.0287823849
579	0.0287412736
580	0.02869813741
581	0.02864674108
582	0.02859229621
583	0.02852688008
584	0.0285068762
585	0.02843498328
586	0.02837056926
587	0.02830692538
588	0.02824157848
589	0.02816809556
590	0.02812481555
591	0.0280822435
592	0.02804674673
593	0.02801455835
594	0.02796470565
595	0.02792963571
596	0.02788309847
597	0.02783416794
598	0.02780228408
599	0.0277705658
600	0.02773444945
601	0.02768916858
602	0.02762992686
603	0.02758496039
604	0.02752775457
605	0.02750204292
606	0.02742968135
607	0.02741073096
608	0.02732059917
609	0.02724574727
610	0.02721424266
611	0.02715259919
612	0.02711363479
613	0.02707904078
614	0.0270152236
615	0.02698520501
616	0.0269589259
617	0.02691471045
618	0.02685517059
619	0.02682546278
620	0.02676971095
621	0.02675203269
622	0.02668361506
623	0.02664013821
624	0.02661086461
625	0.02655980424
626	0.02650783883
627	0.02647907013
628	0.02645943094
629	0.026419798
630	0.02638179083
631	0.02633232285
632	0.02629873764
633	0.02626983182
634	0.02623274907
635	0.02618614755
636	0.02615773469
637	0.02610523787
638	0.02606680241
639	0.02600899428
640	0.02596677906
641	0.02592394877
642	0.02589521721
643	0.02583160845
644	0.02579084964
645	0.02575234769
646	0.02572551684
647	0.02568678065
648	0.02562591259
649	0.02559626429
650	0.02553770512
651	0.02550337651
652	0.0254640043
653	0.02544025528
654	0.02538900976
655	0.02535937576
656	0.02531836729
657	0.02528949676
658	0.02524492182
659	0.02521621432
660	0.02518965874
661	0.02516248069
662	0.02511675958
663	0.02507629031
664	0.02502042581
665	0.02498410729
666	0.02494207068
667	0.02490275754
668	0.02486423773
669	0.02483969419
670	0.02479749332
671	0.02474620731
672	0.02470505794
673	0.02468466901
674	0.02464936781
675	0.02461766978
676	0.02459325964
677	0.02455608318
678	0.02453389252
679	0.02445862778
680	0.02439734792
681	0.02432933568
682	0.02429275346
683	0.02426705597
684	0.02421120791
685	0.02418505898
686	0.02413339636
687	0.0240774717
688	0.0240467652
689	0.02399244406
690	0.02397178612
691	0.02394524342
692	0.02391073508
693	0.02388389595
694	0.02385159837
695	0.02382915861
696	0.02378547464
697	0.02372575321
698	0.02368366305
699	0.02363855058
700	0.02361283677
701	0.02357555634
702	0.02352488288
703	0.02347979479
704	0.02346029827
705	0.02341793999
706	0.02336816917
707	0.02332593031
708	0.02328132406
709	0.02323398031
710	0.0231935122
711	0.02317126789
712	0.02313881212
713	0.02309081682
714	0.02304759487
715	0.02301624501
716	0.02299677866
717	0.02294407384
718	0.02292837536
719	0.02289600363
720	0.02286363293
721	0.02281847229
722	0.02279673234
723	0.02278078908
724	0.02273333804
725	0.02270872358
726	0.02266364004
727	0.02263269037
728	0.02260545319
729	0.02258049885
730	0.02251890415
731	0.022496499
732	0.02244713298
733	0.02239818872
734	0.02237187143
735	0.02236005142
736	0.02233026202
737	0.02226849184
738	0.02225579825
739	0.02221003562
740	0.02218848363
741	0.0221761851
742	0.02215077218
743	0.02212160346
744	0.02208648637
745	0.0220521059
746	0.0220072398
747	0.02196633626
748	0.02193935016
749	0.02189139563
750	0.02183752484
751	0.02181293548
752	0.02177001077
753	0.02174919548
754	0.02172452053
755	0.0217018604
756	0.021652087
757	0.021625375
758	0.02158448469
759	0.02156388911
760	0.02153340161
761	0.02151599358
762	0.02148139836
763	0.02143793947
764	0.02139369815
765	0.02134998165
766	0.02132363701
767	0.02129466909
768	0.02125663608
769	0.02123753219
770	0.021197662
771	0.02117119244
772	0.02114875728
773	0.02113034747
774	0.02109871058
775	0.02107032158
776	0.02104028335
777	0.02101373954
778	0.02099679611
779	0.02094870286
780	0.02092002147
781	0.02088860696
782	0.0208681896
783	0.02085451081
784	0.02080941735
785	0.02077494854
786	0.02074786725
787	0.02070368558
788	0.02064970622
789	0.02060535278
790	0.02058649779
791	0.02054863007
792	0.02053345983
793	0.02050505764
794	0.02046616443
795	0.02043371247
796	0.02039880991
797	0.02036181008
798	0.02034885427
799	0.02032696733
800	0.02026975417
801	0.02024589642
802	0.02022543811
803	0.02020960634
804	0.02018158755
805	0.0201464692
806	0.02011131125
807	0.02008535733
808	0.02006445568
809	0.02002942122
810	0.01999703831
811	0.01996423065
812	0.01994316133
813	0.01990647819
814	0.01984539582
815	0.01982707251
816	0.01978745772
817	0.01975688294
818	0.01973049589
819	0.01968226442
820	0.01965833243
821	0.01962240857
822	0.01958990622
823	0.01957022251
824	0.01953632752
825	0.01951219601
826	0.01949118198
827	0.01946827723
828	0.01944760666
829	0.01941260473
830	0.01939010079
831	0.01933690121
832	0.01930062919
833	0.0192778528
834	0.01926108545
835	0.01923503583
836	0.01921184082
837	0.01918132077
838	0.0191411521
839	0.01911098483
840	0.01906921586
841	0.01904316353
842	0.01902550921
843	0.01897993456
844	0.01895275355
845	0.01891671672
846	0.01888864932
847	0.01887571435
848	0.01886076154
849	0.01882385058
850	0.01879236928
851	0.01876323834
852	0.01872572818
853	0.01869908966
854	0.01867832488
855	0.0186426925
856	0.01859766445
857	0.01858226083
858	0.01853973421
859	0.01849904769
860	0.01847123313
861	0.01844206039
862	0.01843145869
863	0.0184131655
864	0.01839406879
865	0.01835813188
866	0.01833177212
867	0.01830375622
868	0.01828489242
869	0.01825550584
870	0.01823558789
871	0.01819383526
872	0.018160515
873	0.01813015372
874	0.01809671118
875	0.01807042028
876	0.01803221884
877	0.01800073931
878	0.01797632188
879	0.01795086665
880	0.01793965916
881	0.01792834218
882	0.01787686555
883	0.01783806991
884	0.01781101278
885	0.01779088593
886	0.01778117441
887	0.01776200523
888	0.01772521051
889	0.01771187699
890	0.01769287966
891	0.01765918215
892	0.01762787909
893	0.01760715481
894	0.01757603197
895	0.01755612429
896	0.01754257218
897	0.01750477159
898	0.01747546972
899	0.01745419147
900	0.01742963444
901	0.01739920162
902	0.01737014633
903	0.01734110372
904	0.01731884089
905	0.01729716368
906	0.01727495852
907	0.01723583761
908	0.01720641995
909	0.01718223032
910	0.01715971367
911	0.01712330806
912	0.01710888466
913	0.01708220737
914	0.01704694312
915	0.01701029004
916	0.01699454816
917	0.01696334781
918	0.01693282016
919	0.01690093812
920	0.01688181067
921	0.01688011501
922	0.0168390188
923	0.01681256038
924	0.01677922755
925	0.01674647441
926	0.01671891516
927	0.01669646398
928	0.01667646933
929	0.01664831673
930	0.01662174975
931	0.01658842824
932	0.01656146038
933	0.01654843688
934	0.01652209466
935	0.01651094504
936	0.01648491291
937	0.01646485717
938	0.0164421596
939	0.01641981258
940	0.01640108323
941	0.0163867087
942	0.01636008865
943	0.01635418783
944	0.01632628056
945	0.01629685801
946	0.01627693388
947	0.01625530705
948	0.01622975787
949	0.01619200406
950	0.01618894727
951	0.01617129025
952	0.01614300357
953	0.01611175219
954	0.01608401484
955	0.01605155244
956	0.01603741251
957	0.01601248539
958	0.01599594241
959	0.01597183131
960	0.01593742496
961	0.01593315229
962	0.0159224065
963	0.01590495657
964	0.01587688686
965	0.01585553092
966	0.01582686494
967	0.01582128876
968	0.0158018218
969	0.01577808448
970	0.01576210979
971	0.01573568505
972	0.01571805579
973	0.01568908277
974	0.01566189996
975	0.01564745978
976	0.01563770514
977	0.01561491352
978	0.01559207778
979	0.01557395631
980	0.01555103483
981	0.01552937817
982	0.01550776147
983	0.01548555304
984	0.01543781605
985	0.01541925429
986	0.01539775233
987	0.01537531252
988	0.01535534537
989	0.0153303645
990	0.01530680699
991	0.01528906711
992	0.01526990734
993	0.01524722816
994	0.01523266952
995	0.01521205395
996	0.01519199408
997	0.0151819752
998	0.01515432463
999	0.01513342204
